Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,26.0,15,10.0,7.0,9.0,11.0,23.0,47.8,12.0,20.0,0.0,20.0,10,36.0,11.0,0.0,Bundesliga,2020-2021
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,36.0,16,10.0,19.0,7.0,13.0,49.0,26.5,36.0,29.0,2.0,27.0,31,67.0,9.0,0.0,Bundesliga,2020-2021
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2020-2021
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2020-2021
Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,18,2002,9.1,17.0,10,10.0,6.0,1.0,9.0,16.0,56.3,7.0,7.0,3.0,4.0,16,33.0,31.0,0.0,Bundesliga,2020-2021
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,39.0,27,16.0,17.0,6.0,28.0,40.0,70.0,12.0,21.0,1.0,20.0,28,67.0,33.0,1.0,Bundesliga,2020-2021
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,15.0,9,4.0,6.0,5.0,2.0,16.0,12.5,14.0,29.0,5.0,24.0,0,15.0,27.0,0.0,Bundesliga,2020-2021
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,13.0,7,6.0,5.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,0,13.0,0.0,1.0,Bundesliga,2020-2021
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,10.0,6,4.0,5.0,1.0,6.0,20.0,30.0,14.0,11.0,0.0,11.0,12,22.0,5.0,0.0,Bundesliga,2020-2021
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,5.0,3,2.0,2.0,1.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,4,9.0,3.0,0.0,Bundesliga,2020-2021
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2,3.0,1.0,0.0,Bundesliga,2020-2021
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,53.0,31,22.0,19.0,12.0,19.0,52.0,36.5,33.0,42.0,1.0,41.0,31,84.0,11.0,0.0,Bundesliga,2020-2021
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,2.0,0.0,Bundesliga,2020-2021
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,57.0,42,22.0,29.0,6.0,21.0,46.0,45.7,25.0,30.0,5.0,25.0,43,100.0,36.0,0.0,Bundesliga,2020-2021
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Nico Elvedi,ch SUI,DF,Gladbach,23,1996,28.2,49.0,35,36.0,12.0,1.0,25.0,37.0,67.6,12.0,38.0,22.0,16.0,65,114.0,123.0,0.0,Bundesliga,2020-2021
Breel Embolo,ch SUI,"FW,MF",Gladbach,23,1997,16.0,15.0,10,1.0,13.0,1.0,0.0,6.0,0.0,6.0,16.0,1.0,15.0,8,23.0,8.0,0.0,Bundesliga,2020-2021
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,8.0,3,1.0,5.0,2.0,3.0,9.0,33.3,6.0,5.0,2.0,3.0,6,14.0,4.0,0.0,Bundesliga,2020-2021
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,33.0,24,19.0,10.0,4.0,18.0,27.0,66.7,9.0,48.0,25.0,23.0,54,87.0,164.0,2.0,Bundesliga,2020-2021
Florian Flick,de GER,MF,Schalke 04,20,2000,4.0,10.0,7,4.0,6.0,0.0,7.0,16.0,43.8,9.0,4.0,3.0,1.0,7,17.0,5.0,1.0,Bundesliga,2020-2021
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,7.0,3.0,4.0,7,11.0,4.0,0.0,Bundesliga,2020-2021
Marco Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,50.0,34,31.0,17.0,2.0,30.0,62.0,48.4,32.0,38.0,17.0,21.0,55,105.0,118.0,1.0,Bundesliga,2020-2021
Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,19,2000,4.8,7.0,4,4.0,3.0,0.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,1,8.0,7.0,0.0,Bundesliga,2020-2021
Emrehan Gedikli,de GER,FW,Leverkusen,17,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Dennis Geiger,de GER,MF,Hoffenheim,22,1998,7.3,13.0,10,3.0,8.0,2.0,5.0,8.0,62.5,3.0,10.0,0.0,10.0,3,16.0,0.0,0.0,Bundesliga,2020-2021
Nicolás González,ar ARG,"FW,MF",Stuttgart,22,1998,10.4,5.0,5,1.0,2.0,2.0,0.0,6.0,0.0,6.0,10.0,3.0,7.0,4,9.0,6.0,0.0,Bundesliga,2020-2021
Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Bundesliga,2020-2021
Ilia Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,24.0,13,10.0,12.0,2.0,9.0,25.0,36.0,16.0,15.0,4.0,11.0,21,45.0,24.0,1.0,Bundesliga,2020-2021
Robert Gumny,pl POL,DF,Augsburg,22,1998,15.3,24.0,15,12.0,9.0,3.0,15.0,23.0,65.2,8.0,12.0,2.0,10.0,18,42.0,31.0,0.0,Bundesliga,2020-2021
Erling Haaland,no NOR,FW,Dortmund,20,2000,26.7,7.0,2,1.0,3.0,3.0,1.0,4.0,25.0,3.0,19.0,4.0,15.0,4,11.0,16.0,0.0,Bundesliga,2020-2021
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,21.2,50.0,28,20.0,21.0,9.0,11.0,36.0,30.6,25.0,33.0,1.0,32.0,30,80.0,24.0,0.0,Bundesliga,2020-2021
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,22.0,13,8.0,11.0,3.0,10.0,23.0,43.5,13.0,9.0,1.0,8.0,17,39.0,7.0,1.0,Bundesliga,2020-2021
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,12.0,7,4.0,5.0,3.0,2.0,9.0,22.2,7.0,9.0,1.0,8.0,8,20.0,8.0,0.0,Bundesliga,2020-2021
Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6.0,6,1.0,3.0,2.0,2.0,12.0,16.7,10.0,8.0,2.0,6.0,4,10.0,15.0,0.0,Bundesliga,2020-2021
Jannes Horn,de GER,DF,Köln,23,1997,19.6,35.0,19,23.0,11.0,1.0,23.0,31.0,74.2,8.0,19.0,2.0,17.0,10,45.0,45.0,0.0,Bundesliga,2020-2021
Iago,br BRA,DF,Augsburg,23,1997,17.3,37.0,27,21.0,13.0,3.0,17.0,29.0,58.6,12.0,17.0,5.0,12.0,22,59.0,55.0,0.0,Bundesliga,2020-2021
Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,8.0,4,1.0,6.0,1.0,1.0,1.0,100.0,0.0,6.0,2.0,4.0,3,11.0,1.0,0.0,Bundesliga,2020-2021
Abass Issah,gh GHA,"DF,FW",Mainz 05,21,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,25.0,10,17.0,4.0,4.0,11.0,21.0,52.4,10.0,18.0,1.0,17.0,16,41.0,36.0,0.0,Bundesliga,2020-2021
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,3.0,2,1.0,2.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2,5.0,6.0,0.0,Bundesliga,2020-2021
Marco John,de GER,DF,Hoffenheim,18,2002,11.1,21.0,15,9.0,5.0,7.0,10.0,22.0,45.5,12.0,18.0,1.0,17.0,16,37.0,21.0,0.0,Bundesliga,2020-2021
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,2.0,0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,1,3.0,7.0,0.0,Bundesliga,2020-2021
Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,17.0,9,11.0,5.0,1.0,6.0,13.0,46.2,7.0,20.0,11.0,9.0,13,30.0,57.0,0.0,Bundesliga,2020-2021
Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16.0,12,4.0,5.0,7.0,2.0,17.0,11.8,15.0,10.0,1.0,9.0,9,25.0,21.0,0.0,Bundesliga,2020-2021
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,48.0,28,21.0,16.0,11.0,16.0,49.0,32.7,33.0,18.0,1.0,17.0,14,62.0,22.0,0.0,Bundesliga,2020-2021
Jimmy Kaparos,de GER,MF,Schalke 04,18,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Atakan Karazor,,"DF,MF",Stuttgart,23,1996,11.5,20.0,12,12.0,7.0,1.0,13.0,22.0,59.1,9.0,18.0,8.0,10.0,21,41.0,50.0,2.0,Bundesliga,2020-2021
Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,48.0,29,19.0,19.0,10.0,21.0,44.0,47.7,23.0,29.0,1.0,28.0,22,70.0,11.0,2.0,Bundesliga,2020-2021
Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,18.0,11,11.0,6.0,1.0,13.0,21.0,61.9,8.0,7.0,3.0,4.0,23,41.0,22.0,0.0,Bundesliga,2020-2021
Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,12.0,8,7.0,4.0,1.0,7.0,9.0,77.8,2.0,9.0,3.0,6.0,10,22.0,8.0,0.0,Bundesliga,2020-2021
Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,14.0,7,10.0,4.0,0.0,9.0,17.0,52.9,8.0,3.0,1.0,2.0,13,27.0,12.0,0.0,Bundesliga,2020-2021
Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2020-2021
Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,20.0,15,6.0,10.0,4.0,5.0,18.0,27.8,13.0,5.0,1.0,4.0,2,22.0,2.0,0.0,Bundesliga,2020-2021
Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,9.0,2.0,1,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,5,7.0,3.0,0.0,Bundesliga,2020-2021
Ansgar Knauff,de GER,"MF,FW",Dortmund,18,2002,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2,4.0,8.0,1.0,Bundesliga,2020-2021
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21,1999,7.7,6.0,4,2.0,3.0,1.0,2.0,8.0,25.0,6.0,6.0,3.0,3.0,8,14.0,24.0,0.0,Bundesliga,2020-2021
Fabian Kunze,de GER,MF,Arminia,22,1998,14.1,38.0,26,19.0,15.0,4.0,19.0,42.0,45.2,23.0,19.0,3.0,16.0,18,56.0,22.0,1.0,Bundesliga,2020-2021
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20,2000,1.2,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Bundesliga,2020-2021
Maxence Lacroix,fr FRA,DF,Wolfsburg,20,2000,28.8,49.0,29,37.0,12.0,0.0,24.0,45.0,53.3,21.0,51.0,21.0,30.0,65,114.0,140.0,1.0,Bundesliga,2020-2021
Konrad Laimer,at AUT,"DF,MF",RB Leipzig,23,1997,0.9,2.0,0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,1,3.0,0.0,0.0,Bundesliga,2020-2021
Dimitris Limnios,gr GRE,"MF,FW",Köln,22,1998,4.2,9.0,6,3.0,5.0,1.0,5.0,6.0,83.3,1.0,5.0,0.0,5.0,2,11.0,1.0,0.0,Bundesliga,2020-2021
Eduard Löwen,de GER,"MF,DF",Hertha BSC,23,1997,0.9,5.0,1,3.0,1.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,1,6.0,1.0,0.0,Bundesliga,2020-2021
Jan Luca Schuler,de GER,FW,Schalke 04,21,1999,0.4,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2.0,0.0,0.0,Bundesliga,2020-2021
Anderson Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,40.0,25,23.0,17.0,0.0,20.0,40.0,50.0,20.0,30.0,7.0,23.0,27,67.0,53.0,0.0,Bundesliga,2020-2021
Kilian Ludewig,de GER,"DF,FW",Schalke 04,20,2000,5.8,16.0,6,10.0,5.0,1.0,8.0,25.0,32.0,17.0,7.0,0.0,7.0,3,19.0,14.0,0.0,Bundesliga,2020-2021
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,20.6,21.0,14,13.0,5.0,3.0,9.0,20.0,45.0,11.0,14.0,1.0,13.0,12,33.0,8.0,0.0,Bundesliga,2020-2021
Tim Maciejewski,de GER,FW,Union Berlin,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Luca Mack,de GER,MF,Stuttgart,20,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2020-2021
Mikail Maden,no NOR,FW,Schalke 04,18,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Arne Maier,de GER,MF,Arminia,21,1999,11.5,13.0,9,5.0,7.0,1.0,4.0,11.0,36.4,7.0,10.0,3.0,7.0,8,21.0,11.0,1.0,Bundesliga,2020-2021
Arne Maier,de GER,MF,Hertha BSC,21,1999,0.3,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2020-2021
Orel Mangala,be BEL,MF,Stuttgart,22,1998,23.4,27.0,15,13.0,11.0,3.0,17.0,28.0,60.7,11.0,27.0,10.0,17.0,26,53.0,30.0,0.0,Bundesliga,2020-2021
Omar Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Aarón Martín,es ESP,"DF,FW",Mainz 05,23,1997,2.9,3.0,2,2.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,2,5.0,2.0,0.0,Bundesliga,2020-2021
Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Roberto Massimo,de GER,"DF,FW",Stuttgart,19,2000,8.4,21.0,11,13.0,5.0,3.0,11.0,24.0,45.8,13.0,5.0,1.0,4.0,11,32.0,13.0,0.0,Bundesliga,2020-2021
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,6.0,3,1.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,4,10.0,6.0,0.0,Bundesliga,2020-2021
Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,19,2000,2.4,3.0,2,0.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,4.0,1.0,0.0,Bundesliga,2020-2021
Henning Matriciani,de GER,DF,Schalke 04,20,2000,0.3,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Bundesliga,2020-2021
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,42.0,29,29.0,12.0,1.0,27.0,46.0,58.7,19.0,25.0,10.0,15.0,59,101.0,66.0,1.0,Bundesliga,2020-2021
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20,2000,12.9,19.0,13,14.0,3.0,2.0,8.0,27.0,29.6,19.0,17.0,6.0,11.0,13,32.0,27.0,0.0,Bundesliga,2020-2021
Nathan de Medina,be BEL,DF,Arminia,22,1997,7.1,16.0,10,9.0,6.0,1.0,3.0,10.0,30.0,7.0,12.0,2.0,10.0,11,27.0,22.0,0.0,Bundesliga,2020-2021
Hamza Mendyl,ma MAR,"FW,DF",Schalke 04,22,1997,1.1,2.0,2,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,2.0,2.0,0.0,Bundesliga,2020-2021
Levent Mercan,de GER,FW,Schalke 04,19,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Jorge Meré,es ESP,DF,Köln,23,1997,14.4,13.0,6,9.0,3.0,1.0,6.0,13.0,46.2,7.0,14.0,11.0,3.0,15,28.0,63.0,0.0,Bundesliga,2020-2021
Jonas Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,23,1997,20.0,66.0,39,42.0,21.0,3.0,35.0,72.0,48.6,37.0,34.0,5.0,29.0,55,121.0,61.0,1.0,Bundesliga,2020-2021
Alkhaly Momo Cissé,gn GUI,"FW,DF",Stuttgart,17,2002,0.4,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Bundesliga,2020-2021
Mateu Morey,es ESP,DF,Dortmund,20,2000,9.2,13.0,7,4.0,7.0,2.0,9.0,12.0,75.0,3.0,6.0,1.0,5.0,18,31.0,7.0,1.0,Bundesliga,2020-2021
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,15,2004,4.7,3.0,2,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,0.0,3.0,0,3.0,2.0,0.0,Bundesliga,2020-2021
Nordi Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,44.0,30,14.0,28.0,2.0,21.0,37.0,56.8,16.0,33.0,1.0,32.0,23,67.0,33.0,2.0,Bundesliga,2020-2021
Florian Müller,de GER,GK,Freiburg,22,1997,31.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2,2.0,10.0,1.0,Bundesliga,2020-2021
Sebastian Müller,de GER,"MF,DF",Arminia,19,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Petar Musa,hr CRO,FW,Union Berlin,22,1998,7.9,12.0,8,3.0,6.0,3.0,4.0,8.0,50.0,4.0,10.0,0.0,10.0,4,16.0,5.0,0.0,Bundesliga,2020-2021
Jamal Musiala,de GER,"FW,MF",Bayern Munich,17,2003,9.8,20.0,12,5.0,7.0,8.0,7.0,22.0,31.8,15.0,17.0,2.0,15.0,14,34.0,3.0,0.0,Bundesliga,2020-2021
Obite N'Dicka,ci CIV,DF,Eint Frankfurt,20,1999,22.7,31.0,23,16.0,15.0,0.0,16.0,28.0,57.1,12.0,27.0,6.0,21.0,47,78.0,85.0,0.0,Bundesliga,2020-2021
Paul Nebel,de GER,"MF,FW",Mainz 05,17,2002,0.6,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3.0,0.0,0.0,Bundesliga,2020-2021
Luca Netz,de GER,"DF,FW",Hertha BSC,17,2003,3.4,14.0,8,12.0,2.0,0.0,6.0,17.0,35.3,11.0,3.0,0.0,3.0,6,20.0,8.0,0.0,Bundesliga,2020-2021
Florian Neuhaus,de GER,MF,Gladbach,23,1997,29.1,48.0,28,19.0,26.0,3.0,19.0,63.0,30.2,44.0,35.0,7.0,28.0,50,98.0,20.0,1.0,Bundesliga,2020-2021
Jessic Ngankam,de GER,FW,Hertha BSC,20,2000,3.3,5.0,2,1.0,2.0,2.0,1.0,3.0,33.3,2.0,6.0,1.0,5.0,0,5.0,1.0,0.0,Bundesliga,2020-2021
Tanguy Nianzou,fr FRA,"DF,FW",Bayern Munich,18,2002,1.3,3.0,1,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,6.0,1.0,0.0,Bundesliga,2020-2021
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,22,1997,21.0,16.0,11,3.0,7.0,6.0,8.0,18.0,44.4,10.0,27.0,1.0,26.0,9,25.0,14.0,0.0,Bundesliga,2020-2021
Alexander Nübel,de GER,GK,Bayern Munich,23,1996,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2020-2021
Dani Olmo,es ESP,MF,RB Leipzig,22,1998,24.4,23.0,14,6.0,13.0,4.0,4.0,23.0,17.4,19.0,15.0,0.0,15.0,13,36.0,21.0,0.0,Bundesliga,2020-2021
Reece Oxford,eng ENG,DF,Augsburg,21,1998,15.1,26.0,18,15.0,11.0,0.0,10.0,17.0,58.8,7.0,28.0,22.0,6.0,29,55.0,89.0,0.0,Bundesliga,2020-2021
Salih Özcan,tr TUR,MF,Köln,22,1998,15.2,21.0,13,11.0,10.0,0.0,12.0,33.0,36.4,21.0,11.0,2.0,9.0,20,41.0,14.0,1.0,Bundesliga,2020-2021
Exequiel Palacios,ar ARG,MF,Leverkusen,21,1998,6.4,31.0,17,12.0,16.0,3.0,17.0,30.0,56.7,13.0,13.0,0.0,13.0,12,43.0,7.0,0.0,Bundesliga,2020-2021
Merveille Papela,de GER,DF,Mainz 05,19,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Felix Passlack,de GER,DF,Dortmund,22,1998,4.0,9.0,6,4.0,2.0,3.0,4.0,8.0,50.0,4.0,11.0,1.0,10.0,3,12.0,2.0,0.0,Bundesliga,2020-2021
Paulinho,br BRA,FW,Leverkusen,20,2000,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Vasileios Pavlidis,gr GRE,FW,Schalke 04,17,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Mads Pedersen,dk DEN,DF,Augsburg,23,1996,9.9,25.0,16,20.0,3.0,2.0,10.0,22.0,45.5,12.0,13.0,3.0,10.0,15,40.0,32.0,0.0,Bundesliga,2020-2021
Lukas Petkov,bg BUL,MF,Augsburg,19,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Amos Pieper,de GER,DF,Arminia,22,1998,29.8,58.0,32,39.0,17.0,2.0,20.0,33.0,60.6,13.0,48.0,35.0,13.0,66,124.0,160.0,3.0,Bundesliga,2020-2021
Marin Pongračić,hr CRO,DF,Wolfsburg,22,1997,6.4,13.0,9,9.0,3.0,1.0,6.0,8.0,75.0,2.0,12.0,5.0,7.0,11,24.0,27.0,0.0,Bundesliga,2020-2021
Stefan Posch,at AUT,DF,Hoffenheim,23,1997,23.5,52.0,24,29.0,17.0,6.0,27.0,47.0,57.4,20.0,27.0,8.0,19.0,37,89.0,73.0,1.0,Bundesliga,2020-2021
Daishawn Redan,nl NED,"FW,MF",Hertha BSC,19,2001,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2020-2021
Reinier,br BRA,"MF,FW",Dortmund,18,2002,2.9,9.0,4,6.0,1.0,2.0,2.0,4.0,50.0,2.0,4.0,1.0,3.0,2,11.0,0.0,0.0,Bundesliga,2020-2021
Rocco Reitz,de GER,MF,Gladbach,18,2002,0.7,3.0,2,0.0,3.0,0.0,2.0,2.0,100.0,0.0,3.0,1.0,2.0,1,4.0,1.0,0.0,Bundesliga,2020-2021
Elvis Rexhbeçaj,xk KVX,"MF,FW",Köln,22,1997,20.4,53.0,32,17.0,27.0,9.0,19.0,53.0,35.8,34.0,32.0,7.0,25.0,26,79.0,18.0,0.0,Bundesliga,2020-2021
Gio Reyna,us USA,"MF,FW",Dortmund,17,2002,22.0,24.0,13,9.0,8.0,7.0,9.0,25.0,36.0,16.0,14.0,1.0,13.0,10,34.0,11.0,0.0,Bundesliga,2020-2021
Chris Richards,us USA,DF,Hoffenheim,20,2000,10.5,19.0,8,12.0,6.0,1.0,10.0,16.0,62.5,6.0,13.0,4.0,9.0,21,40.0,40.0,1.0,Bundesliga,2020-2021
Chris Richards,us USA,DF,Bayern Munich,20,2000,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,Bundesliga,2020-2021
Marco Richter,de GER,"FW,MF",Augsburg,22,1997,15.7,17.0,9,3.0,12.0,2.0,7.0,23.0,30.4,16.0,10.0,0.0,10.0,6,23.0,9.0,0.0,Bundesliga,2020-2021
