Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season,Tackles %,keeper_GA,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl%,defense_Tkl,defense_Int,Team_Def_Score,Team_Def_Score_Norm,Tackles_Contribution,Tackles Won_Contribution,Interceptions_Contribution,Blocks_Contribution,Clearances_Contribution,Tackles (Def 3rd)_Contribution,Tackles (Mid 3rd)_Contribution,Tackles %_Contribution,Total_Player_Contribution,Role_Adjustment,Final_Contribution_Index
Federico Ravaglia,it ITA,GK,Bologna,20,1999,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,SerieA,2020-2021,,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.0,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.002702702702702703,0.5,0.00019305019305019305
Bryan Reynolds,us USA,DF,Roma,19,2001,3.1,4.0,2,1.0,1.0,2.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,6,10.0,4.0,0.0,SerieA,2020-2021,200.0,55,967,360,273,192,218,68,521,35.4,478,489,0.01818181818181818,0.21212121212121204,0.008368200836820083,0.007326007326007326,0.012269938650306749,0.011111111111111112,0.007677543186180422,0.005208333333333333,0.0045871559633027525,5.649717514124294,5.706265804531356,1.0,1.2104200191430146
Giacomo Ricci,it ITA,DF,Parma,23,1996,0.7,3.0,1,1.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1,4.0,4.0,0.0,SerieA,2020-2021,300.0,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.005128205128205128,0.0031545741324921135,0.0021598272138228943,0.0048543689320388345,0.004962779156327543,0.0031545741324921135,0.009302325581395349,7.751937984496124,7.784654638772897,1.0,0.4689550987212587
Rogério,br BRA,DF,Sassuolo,22,1998,20.9,26.0,13,19.0,5.0,2.0,19.0,27.0,70.4,8.0,26.0,5.0,21.0,31,57.0,53.0,0.0,SerieA,2020-2021,200.0,56,954,383,310,276,164,88,629,44.4,528,426,0.017857142857142856,0.20408163265306117,0.04924242424242424,0.041935483870967745,0.07276995305164319,0.06788511749347259,0.08426073131955485,0.06884057971014493,0.03048780487804878,4.504504504504505,4.919926599070761,1.0,1.0040666528715836
Luis Rojas,cl CHI,"MF,FW",Crotone,18,2002,1.2,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1,2.0,0.0,0.0,SerieA,2020-2021,inf,92,920,406,311,288,196,56,748,40.5,540,380,0.010869565217391304,0.031055900621118016,0.001851851851851852,0.0,0.002631578947368421,0.0049261083743842365,0.0,0.0,0.00510204081632653,0.0,0.01451157998993104,0.44999999999999996,0.0002028015837102164
Cristian Romero,ar ARG,DF,Atalanta,22,1998,28.3,63.0,32,41.0,19.0,3.0,27.0,49.0,55.1,22.0,31.0,13.0,18.0,96,159.0,71.0,2.0,SerieA,2020-2021,196.875,47,1122,421,343,252,256,98,484,44.8,606,516,0.02127659574468085,0.28875379939209717,0.10396039603960396,0.09329446064139942,0.18604651162790697,0.07363420427553444,0.14669421487603307,0.1626984126984127,0.07421875,4.39453125,5.235078200158891,1.0,1.5116487204106215
Nicolò Rovella,it ITA,MF,Genoa,18,2001,13.2,29.0,16,15.0,11.0,3.0,9.0,32.0,28.1,23.0,11.0,0.0,11.0,20,49.0,19.0,1.0,SerieA,2020-2021,181.25,58,1075,437,309,293,197,65,785,39.8,555,520,0.017241379310344827,0.18883415435139567,0.05225225225225225,0.05177993527508091,0.038461538461538464,0.02517162471395881,0.024203821656050957,0.051194539249146756,0.05583756345177665,4.5540201005025125,4.8529213755623175,0.6,0.5498383824528732
Kevin Rüegg,ch SUI,"DF,MF",Hellas Verona,21,1998,2.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,2,2.0,3.0,0.0,SerieA,2020-2021,,48,957,374,269,224,183,58,756,41.9,465,492,0.020833333333333332,0.27777777777777773,0.0,0.0,0.0040650406504065045,0.008021390374331552,0.003968253968253968,0.0,0.0,0.0,0.016054684992992025,0.8,0.0035677077762204497
Matteo Ruggeri,it ITA,DF,Atalanta,18,2002,2.3,3.0,0,1.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,4,7.0,2.0,0.0,SerieA,2020-2021,inf,47,1122,421,343,252,256,98,484,44.8,606,516,0.02127659574468085,0.28875379939209717,0.0049504950495049506,0.0,0.007751937984496124,0.004750593824228029,0.004132231404958678,0.003968253968253968,0.0078125,0.0,0.03336601223144175,1.0,0.00963456280239199
Alexis Saelemaekers,be BEL,FW,Milan,21,1999,22.4,43.0,26,20.0,18.0,5.0,19.0,60.0,31.7,41.0,29.0,1.0,28.0,25,68.0,6.0,0.0,SerieA,2020-2021,165.3846153846154,41,1009,435,357,299,257,71,732,45.6,627,382,0.024390243902439025,0.3658536585365853,0.0685805422647528,0.07282913165266107,0.06544502617801047,0.06666666666666667,0.00819672131147541,0.06688963210702341,0.07003891050583658,3.626855600539811,4.045502231226237,0.3,0.4440185375736113
Eddie Salcedo,it ITA,"MF,FW",Hellas Verona,18,2001,8.4,6.0,2,3.0,2.0,1.0,3.0,3.0,100.0,0.0,6.0,0.0,6.0,6,12.0,6.0,0.0,SerieA,2020-2021,300.0,48,957,374,269,224,183,58,756,41.9,465,492,0.020833333333333332,0.27777777777777773,0.012903225806451613,0.007434944237918215,0.012195121951219513,0.016042780748663103,0.007936507936507936,0.013392857142857142,0.01092896174863388,7.159904534606206,7.240738934178457,0.44999999999999996,0.9050923667723069
Siriki Sanogo,ci CIV,MF,Benevento,18,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,75,894,382,288,278,179,54,746,37.6,511,383,0.013333333333333334,0.09206349206349207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Gianluca Scamacca,it ITA,FW,Genoa,21,1999,15.0,19.0,10,6.0,7.0,6.0,7.0,19.0,36.8,12.0,21.0,4.0,17.0,9,28.0,12.0,0.0,SerieA,2020-2021,190.0,58,1075,437,309,293,197,65,785,39.8,555,520,0.017241379310344827,0.18883415435139567,0.03423423423423423,0.032362459546925564,0.01730769230769231,0.04805491990846682,0.015286624203821656,0.020477815699658702,0.03553299492385787,4.773869346733669,4.977126087558326,0.3,0.2819554187533041
Nicolás Schiappacasse,uy URU,MF,Sassuolo,21,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,56,954,383,310,276,164,88,629,44.4,528,426,0.017857142857142856,0.20408163265306117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Jerdy Schouten,nl NED,MF,Bologna,23,1997,27.9,50.0,25,23.0,25.0,2.0,16.0,37.0,43.2,21.0,36.0,13.0,23.0,79,129.0,37.0,6.0,SerieA,2020-2021,200.0,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.09225092250922509,0.07987220447284345,0.18632075471698112,0.07964601769911504,0.05,0.08424908424908426,0.13440860215053763,5.154639175257732,5.861386761055519,0.6,0.5024045795190444
Jacopo Segre,it ITA,MF,Torino,23,1997,2.1,5.0,2,2.0,1.0,2.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,0,5.0,1.0,0.0,SerieA,2020-2021,250.0,69,974,412,306,241,205,84,727,43.4,530,444,0.014492753623188406,0.12077294685990336,0.009433962264150943,0.006535947712418301,0.0,0.0,0.001375515818431912,0.008298755186721992,0.004878048780487805,5.760368663594471,5.790890893356681,0.6,0.41962977488091885
Wilfried Singo,ci CIV,DF,Torino,19,2000,20.6,29.0,14,16.0,6.0,7.0,17.0,33.0,51.5,16.0,13.0,3.0,10.0,29,58.0,40.0,0.0,SerieA,2020-2021,207.14285714285717,69,974,412,306,241,205,84,727,43.4,530,444,0.014492753623188406,0.12077294685990336,0.05471698113207547,0.0457516339869281,0.06531531531531531,0.03155339805825243,0.055020632737276476,0.06639004149377593,0.02926829268292683,4.772876892692562,5.120893188099112,1.0,0.6184653608815351
Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,20,1999,13.1,19.0,10,11.0,4.0,4.0,11.0,21.0,52.4,10.0,15.0,0.0,15.0,3,22.0,25.0,0.0,SerieA,2020-2021,190.0,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.03505535055350553,0.03194888178913738,0.007075471698113208,0.033185840707964605,0.033783783783783786,0.040293040293040296,0.021505376344086023,4.896907216494846,5.099754961664477,0.65,0.4735486750117014
Simon Sohm,ch SUI,MF,Parma,19,2001,10.0,18.0,12,11.0,6.0,1.0,11.0,26.0,42.3,15.0,8.0,0.0,8.0,5,23.0,7.0,0.0,SerieA,2020-2021,150.0,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.03076923076923077,0.03785488958990536,0.01079913606911447,0.019417475728155338,0.008684863523573201,0.03470031545741325,0.027906976744186046,3.875968992248062,4.0461018801296404,0.6,0.14624464626974598
Riccardo Sottil,it ITA,"FW,MF",Cagliari,21,1999,13.2,7.0,3,2.0,3.0,2.0,0.0,7.0,0.0,7.0,4.0,0.0,4.0,5,12.0,3.0,0.0,SerieA,2020-2021,233.33333333333334,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.011884550084889643,0.008928571428571428,0.01288659793814433,0.009501187648456057,0.003861003861003861,0.006756756756756757,0.013100436681222707,5.608974358974359,5.675893463373403,0.44999999999999996,0.4638290663168336
Bosko Sutalo,hr CRO,DF,Atalanta,20,2000,2.6,5.0,5,0.0,3.0,2.0,4.0,5.0,80.0,1.0,2.0,1.0,1.0,2,7.0,7.0,1.0,SerieA,2020-2021,100.0,47,1122,421,343,252,256,98,484,44.8,606,516,0.02127659574468085,0.28875379939209717,0.00825082508250825,0.014577259475218658,0.003875968992248062,0.004750593824228029,0.014462809917355372,0.0,0.01171875,2.232142857142857,2.2897790644344154,1.0,0.6611824046239191
Mattias Svanberg,se SWE,MF,Bologna,21,1999,20.6,38.0,17,21.0,9.0,8.0,16.0,45.0,35.6,29.0,25.0,4.0,21.0,30,68.0,25.0,1.0,SerieA,2020-2021,223.52941176470588,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.07011070110701106,0.054313099041533544,0.07075471698113207,0.05530973451327434,0.033783783783783786,0.07692307692307693,0.04838709677419355,5.761067313523348,6.170649522647354,0.6,0.528912816226916
Andrés Tello,co COL,"DF,MF",Benevento,23,1996,4.6,9.0,6,8.0,0.0,1.0,5.0,20.0,25.0,15.0,8.0,1.0,7.0,6,15.0,6.0,0.0,SerieA,2020-2021,150.0,75,894,382,288,278,179,54,746,37.6,511,383,0.013333333333333334,0.09206349206349207,0.01761252446183953,0.020833333333333332,0.015665796344647518,0.020942408376963352,0.00804289544235925,0.02877697841726619,0.0,3.9893617021276593,4.101235638504068,0.8,0.3020592597247441
Hidde ter Avest,nl NED,DF,Udinese,23,1997,3.9,5.0,2,3.0,2.0,0.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,2,7.0,5.0,0.0,SerieA,2020-2021,250.0,58,942,428,294,264,199,39,683,38.2,502,440,0.017241379310344827,0.18883415435139567,0.0099601593625498,0.006802721088435374,0.004545454545454545,0.007009345794392523,0.007320644216691069,0.011363636363636364,0.010050251256281407,6.544502617801046,6.601554830428487,1.0,1.2465990238083346
Takehiro Tomiyasu,jp JPN,DF,Bologna,21,1998,30.2,47.0,31,27.0,14.0,6.0,21.0,34.0,61.8,13.0,37.0,19.0,18.0,54,101.0,106.0,0.0,SerieA,2020-2021,151.61290322580646,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.08671586715867159,0.09904153354632587,0.12735849056603774,0.08185840707964602,0.14324324324324325,0.0989010989010989,0.07526881720430108,3.907549052211507,4.619936509910832,1.0,0.6599909299872616
Fikayo Tomori,eng ENG,DF,Milan,22,1997,16.3,28.0,18,17.0,9.0,2.0,8.0,14.0,57.1,6.0,32.0,20.0,12.0,18,46.0,61.0,1.0,SerieA,2020-2021,155.55555555555557,41,1009,435,357,299,257,71,732,45.6,627,382,0.024390243902439025,0.3658536585365853,0.044657097288676235,0.05042016806722689,0.04712041884816754,0.0735632183908046,0.08333333333333333,0.056856187290969896,0.03501945525291829,3.4113060428849904,3.8022759213570874,1.0,1.3910765565940562
Sandro Tonali,it ITA,MF,Milan,20,2000,14.8,28.0,19,14.0,13.0,1.0,13.0,28.0,46.4,15.0,18.0,5.0,13.0,22,50.0,18.0,0.0,SerieA,2020-2021,147.36842105263156,41,1009,435,357,299,257,71,732,45.6,627,382,0.024390243902439025,0.3658536585365853,0.044657097288676235,0.05322128851540616,0.05759162303664921,0.041379310344827586,0.02459016393442623,0.046822742474916385,0.05058365758754864,3.2317636195752533,3.5506095027577036,0.6,0.7794020859712031
Mattéo Tramoni,fr FRA,"MF,FW",Cagliari,20,2000,0.8,4.0,2,2.0,1.0,1.0,1.0,2.0,50.0,1.0,5.0,0.0,5.0,1,5.0,2.0,0.0,SerieA,2020-2021,200.0,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.006791171477079796,0.005952380952380952,0.002577319587628866,0.011876484560570071,0.002574002574002574,0.006756756756756757,0.004366812227074236,4.8076923076923075,4.848587235827801,0.44999999999999996,0.39622232254040735
Chaka Traorè,ci CIV,"FW,DF",Parma,15,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,SerieA,2020-2021,,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.0,0.0,0.0012406947890818859,0.65,4.858142246404973e-05
Alessandro Tripaldelli,it ITA,DF,Cagliari,21,1999,3.3,13.0,6,5.0,6.0,2.0,5.0,6.0,83.3,1.0,6.0,1.0,5.0,3,16.0,15.0,0.0,SerieA,2020-2021,216.66666666666666,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.022071307300509338,0.017857142857142856,0.007731958762886598,0.014251781472684086,0.019305019305019305,0.016891891891891893,0.026200873362445413,5.208333333333333,5.332643308285912,1.0,0.9683976952093059
Ľubomír Tupta,sk SVK,FW,Hellas Verona,22,1998,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,48,957,374,269,224,183,58,756,41.9,465,492,0.020833333333333332,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Destiny Udogie,it ITA,"DF,MF",Hellas Verona,17,2002,1.9,6.0,4,2.0,2.0,2.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,2,8.0,4.0,0.0,SerieA,2020-2021,150.0,48,957,374,269,224,183,58,756,41.9,465,492,0.020833333333333332,0.27777777777777773,0.012903225806451613,0.01486988847583643,0.0040650406504065045,0.008021390374331552,0.005291005291005291,0.008928571428571428,0.01092896174863388,3.579952267303103,3.6449603510783395,0.8,0.8099911891285198
Kacper Urbanski,pl POL,FW,Bologna,15,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Lautaro Valenti,ar ARG,DF,Parma,21,1999,5.5,10.0,4,7.0,2.0,1.0,6.0,15.0,40.0,9.0,11.0,3.0,8.0,11,21.0,30.0,0.0,SerieA,2020-2021,250.0,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.017094017094017096,0.012618296529968454,0.023758099352051837,0.02669902912621359,0.03722084367245657,0.022082018927444796,0.009302325581395349,6.459948320413436,6.608722950696984,1.0,0.39811584040343256
Edoardo Vergani,it ITA,FW,Bologna,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Guglielmo Vicario,it ITA,GK,Cagliari,23,1996,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA,2020-2021,,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.0,0.0,0.0,0.0,0.001287001287001287,0.0,0.0,0.0,0.001287001287001287,0.5,0.00011685847036936622
Ronaldo Vieira,eng ENG,"MF,DF",Hellas Verona,22,1998,2.5,5.0,3,1.0,3.0,1.0,0.0,2.0,0.0,2.0,4.0,3.0,1.0,0,5.0,2.0,0.0,SerieA,2020-2021,166.66666666666669,48,957,374,269,224,183,58,756,41.9,465,492,0.020833333333333332,0.27777777777777773,0.010752688172043012,0.011152416356877323,0.0,0.0106951871657754,0.0026455026455026454,0.004464285714285714,0.01639344262295082,3.9777247414478922,4.033828264125328,0.8,0.8964062809167394
Emanuel Vignato,it ITA,"FW,MF",Bologna,19,2000,13.4,18.0,9,9.0,6.0,3.0,3.0,15.0,20.0,12.0,6.0,1.0,5.0,10,28.0,7.0,0.0,SerieA,2020-2021,200.0,65,966,452,313,273,186,83,740,38.8,542,424,0.015384615384615385,0.14285714285714285,0.033210332103321034,0.02875399361022364,0.02358490566037736,0.01327433628318584,0.00945945945945946,0.03296703296703297,0.03225806451612903,5.154639175257732,5.328147299857462,0.44999999999999996,0.3425237549908368
Gonzalo Villar,es ESP,MF,Roma,22,1998,20.7,44.0,18,14.0,24.0,6.0,18.0,61.0,29.5,43.0,25.0,3.0,22.0,22,66.0,14.0,1.0,SerieA,2020-2021,244.44444444444446,55,967,360,273,192,218,68,521,35.4,478,489,0.01818181818181818,0.21212121212121204,0.09205020920502092,0.06593406593406594,0.044989775051124746,0.06944444444444445,0.026871401151631478,0.07291666666666667,0.11009174311926606,6.9052102950408045,7.387508600613025,0.6,0.9402283673507482
Dušan Vlahović,rs SRB,FW,Fiorentina,20,2000,32.5,13.0,4,3.0,4.0,6.0,5.0,16.0,31.3,11.0,16.0,2.0,14.0,4,17.0,15.0,0.0,SerieA,2020-2021,325.0,59,884,362,263,228,198,70,619,42.1,496,388,0.01694915254237288,0.1815980629539951,0.02620967741935484,0.015209125475285171,0.010309278350515464,0.04419889502762431,0.024232633279483037,0.013157894736842105,0.020202020202020204,7.719714964370546,7.873234488861671,0.3,0.4289292397079602
Giacomo Vrioni,al ALB,FW,Juventus,21,1998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2020-2021,,38,1024,390,323,244,242,80,581,39.7,566,458,0.02631578947368421,0.41353383458646603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Miloš Vulić,rs SRB,MF,Crotone,23,1996,14.5,15.0,8,9.0,1.0,5.0,8.0,21.0,38.1,13.0,10.0,1.0,9.0,8,23.0,8.0,0.0,SerieA,2020-2021,187.5,92,920,406,311,288,196,56,748,40.5,540,380,0.010869565217391304,0.031055900621118016,0.027777777777777776,0.02572347266881029,0.021052631578947368,0.024630541871921183,0.0106951871657754,0.03125,0.00510204081632653,4.62962962962963,4.775861281509188,0.6,0.0889912040032768
Sebastian Walukiewicz,pl POL,DF,Cagliari,20,2000,18.0,27.0,19,11.0,13.0,3.0,12.0,30.0,40.0,18.0,22.0,14.0,8.0,36,63.0,60.0,0.0,SerieA,2020-2021,142.10526315789474,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.04584040747028863,0.05654761904761905,0.09278350515463918,0.052256532066508314,0.07722007722007722,0.037162162162162164,0.056768558951965066,3.415991902834008,3.8345707649072676,1.0,0.6963506231671791
Vasilios Zagaritis,gr GRE,DF,Parma,19,2001,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,SerieA,2020-2021,,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.0,0.0,0.0,0.0024271844660194173,0.0,0.0,0.0,0.0,0.0024271844660194173,1.0,0.00014621593168791664
Nicola Zalewski,pl POL,MF,Roma,18,2002,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2020-2021,100.0,55,967,360,273,192,218,68,521,35.4,478,489,0.01818181818181818,0.21212121212121204,0.0020920502092050207,0.003663003663003663,0.0,0.0,0.0,0.0,0.0045871559633027525,2.824858757062147,2.8352009668976583,0.6,0.3608437594233382
Niccolò Zanellato,it ITA,MF,Crotone,22,1998,18.2,24.0,14,16.0,6.0,2.0,13.0,36.0,36.1,23.0,19.0,5.0,14.0,16,40.0,12.0,2.0,SerieA,2020-2021,171.42857142857142,92,920,406,311,288,196,56,748,40.5,540,380,0.010869565217391304,0.031055900621118016,0.044444444444444446,0.04501607717041801,0.042105263157894736,0.046798029556650245,0.016042780748663103,0.05555555555555555,0.030612244897959183,4.232804232804233,4.5133786283358175,0.6,0.08410022288824505
Gabriele Zappa,it ITA,DF,Cagliari,20,1999,26.6,34.0,17,16.0,15.0,3.0,22.0,49.0,44.9,27.0,36.0,4.0,32.0,24,58.0,50.0,0.0,SerieA,2020-2021,200.0,59,977,421,336,296,229,64,777,41.6,589,388,0.01694915254237288,0.1815980629539951,0.057724957555178265,0.050595238095238096,0.061855670103092786,0.0855106888361045,0.06435006435006435,0.05405405405405406,0.06550218340611354,4.8076923076923075,5.247285164092153,1.0,0.9528968215663713
Joshua Zirkzee,nl NED,"FW,MF",Parma,19,2001,1.3,2.0,2,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,0,2.0,1.0,0.0,SerieA,2020-2021,100.0,83,1048,412,317,317,215,53,806,38.7,585,463,0.012048192771084338,0.06024096385542166,0.003418803418803419,0.006309148264984227,0.0,0.0024271844660194173,0.0012406947890818859,0.0031545741324921135,0.004651162790697674,2.5839793281653747,2.6051808960274534,0.44999999999999996,0.07062237368749116
Dickson Abiama,ng NGA,FW,Greuther Fürth,22,1998,8.1,11.0,7,4.0,5.0,2.0,2.0,10.0,20.0,8.0,12.0,1.0,11.0,4,15.0,8.0,0.0,Bundesliga,2021-2022,157.14285714285714,82,942,416,336,258,252,58,712,47.6,568,374,0.012195121951219513,0.06387921022067361,0.01936619718309859,0.020833333333333332,0.0106951871657754,0.028846153846153848,0.011235955056179775,0.015503875968992248,0.01984126984126984,3.3013205282112845,3.4276425006060878,0.3,0.06568652875725949
Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,23,1998,2.9,2.0,0,0.0,1.0,1.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,0,2.0,1.0,0.0,Bundesliga,2021-2022,inf,49,972,435,330,260,252,83,592,42.1,595,377,0.02040816326530612,0.2672497570456754,0.0033613445378151263,0.0,0.0,0.006896551724137931,0.0016891891891891893,0.0,0.003968253968253968,0.0,0.015915339419396213,0.44999999999999996,0.001914016766909894
Tyler Adams,us USA,MF,RB Leipzig,22,1999,15.0,23.0,7,5.0,16.0,2.0,7.0,25.0,28.0,18.0,24.0,1.0,23.0,16,39.0,19.0,2.0,Bundesliga,2021-2022,328.57142857142856,37,848,399,289,218,222,59,523,42.8,499,349,0.02702702702702703,0.4311454311454311,0.04609218436873747,0.02422145328719723,0.045845272206303724,0.06015037593984962,0.036328871892925434,0.022935779816513763,0.07207207207207207,7.676902536715621,7.984548546299221,0.6,2.0655009752974816
Amine Adli,ma MAR,"FW,MF",Leverkusen,21,2000,14.0,27.0,14,10.0,14.0,3.0,8.0,15.0,53.3,7.0,26.0,2.0,24.0,11,38.0,12.0,0.0,Bundesliga,2021-2022,192.85714285714286,47,844,350,281,235,199,50,620,45.6,484,360,0.02127659574468085,0.28875379939209717,0.05578512396694215,0.0498220640569395,0.030555555555555555,0.07428571428571429,0.01935483870967742,0.0425531914893617,0.07035175879396985,4.2293233082706765,4.572031555128837,0.44999999999999996,0.5940861671178045
Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,19,2002,0.7,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2021-2022,inf,59,874,386,307,231,236,65,708,45.5,532,342,0.01694915254237288,0.1815980629539951,0.0018796992481203006,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.00620870357712463,0.8,0.0009019908344490984
Andrés Andrade Cedeño,pa PAN,DF,Arminia,22,1998,11.6,27.0,16,18.0,8.0,1.0,17.0,35.0,48.6,18.0,16.0,7.0,9.0,19,46.0,44.0,0.0,Bundesliga,2021-2022,168.75,53,970,395,311,270,235,44,770,43.8,549,421,0.018867924528301886,0.22911051212938,0.04918032786885246,0.05144694533762058,0.04513064133016627,0.04050632911392405,0.05714285714285714,0.06666666666666667,0.03404255319148936,3.8527397260273974,4.196856046678974,1.0,0.9615438381879048
Fredrik André Bjørkan,no NOR,DF,Hertha BSC,22,1998,3.9,12.0,10,7.0,4.0,1.0,7.0,9.0,77.8,2.0,6.0,2.0,4.0,6,18.0,8.0,0.0,Bundesliga,2021-2022,120.0,71,952,377,321,294,197,55,816,46.3,546,406,0.014084507042253521,0.11066398390342053,0.02197802197802198,0.03115264797507788,0.014778325123152709,0.015915119363395226,0.00980392156862745,0.023809523809523808,0.02030456852791878,2.591792656587473,2.729534784933191,1.0,0.30206119350367305
Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,18,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2021-2022,,60,768,390,291,191,216,76,520,46.1,483,285,0.016666666666666666,0.17460317460317454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0
Simon Asta,de GER,DF,Greuther Fürth,20,2001,8.7,13.0,6,4.0,5.0,4.0,4.0,8.0,50.0,4.0,14.0,2.0,12.0,8,21.0,16.0,0.0,Bundesliga,2021-2022,216.66666666666666,82,942,416,336,258,252,58,712,47.6,568,374,0.012195121951219513,0.06387921022067361,0.022887323943661973,0.017857142857142856,0.0213903743315508,0.03365384615384615,0.02247191011235955,0.015503875968992248,0.01984126984126984,4.551820728291316,4.7054264715001395,1.0,0.3005789267508799
